Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Northern,Tamale Metropolitan,Tamale Nutrition Rehab Center,RCH,Tamale Central,Government,9.401040,-0.831240
Northern,Tamale Metropolitan,Tamale Community Health Nurses Training School,Training Institution,Sangani,Government,9.417140,-0.835780
Northern,Tamale Metropolitan,Tamale Nurses Training School,Training Institution,Tamale,Government,9.389610,-0.325100
Northern,Tamale Metropolitan,Vitting RCH,Health Centre,Vitting/Dabogbh,Government,9.383080,-0.796710
Northern,Tamale Metropolitan,Lahagu Health Centre,Health Centre,Lahagu,Government,9.329570,-0.729240
Northern,Tamale Metropolitan,Kotingli  CHPS,CHPS,Kotingli,Government,9.340430,-0.792440
Northern,Tamale Metropolitan,Tamale Teaching Hospital,Teaching Hospital,Tamale Central,Government,9.393380,-0.823680
Northern,Tolon-Kumbungu,Dalon Health Centre,Health Centre,Dalun,Government,9.630160,-1.009310
Northern,Tolon-Kumbungu,Singa  CHPS,CHPS,Singa,Government,9.730550,-1.062670
Northern,Tolon-Kumbungu,Kunbungu Health Centre,Health Centre,Kunbungu,Government,9.549160,-0.942330
Northern,Tolon-Kumbungu,Kpiliyin Health Centre,Health Centre,Kpiliyin,Government,9.541800,-0.886830
Northern,Tolon-Kumbungu,Cheshegu  Clinic,Clinic,Cheshegu,Government,9.456230,-0.955000
Northern,Tolon-Kumbungu,Nyankpala Health Centre,Health Centre,Nyankpala,Government,9.403720,-0.985570
Northern,Tolon-Kumbungu,Tolon Health Centre,Health Centre,Tonlon,Government,9.426880,-1.052360
Northern,Tolon-Kumbungu,Tolon-Kumbungu District Health Director,District Health Directorate,Tolon,Government,9.432440,-1.056330
Northern,Tolon-Kumbungu,Wantugu Health Centre,Health Centre,Wantugu,Government,9.514410,-1.147210
Northern,Tolon-Kumbungu,Lingbunga CHPS,CHPS,Lingbinga,Government,9.643640,-1.209840
Northern,Tolon-Kumbungu,Bontanga Health Centre,Health Centre,Bontanga,Government,9.527160,-0.946870
Northern,Tolon-Kumbungu,Gbulun Health Centre,Health Centre,Gbulun,Government,9.489510,-1.012250
Northern,Tolon-Kumbungu,Kpendua CHPS,CHPS,Kpendua,Government,9.732520,-1.063620
Northern,West Gonja,Busunu Health Centre,Health Centre,Busunu,Government,9.164820,-1.509660
Northern,West Gonja,Daboya   Health Centre,Health Centre,Daboya,Government,9.528780,-1.381510
Northern,West Gonja,Lingbinsi  Community  Clinic,Clinic,Lingbinsi,Government,9.571380,-1.406980
Northern,West Gonja,Bawena  CHPS,CHPS,Bawena,Government,9.544110,-1.636270
Northern,West Gonja,Damongo RCH,RCH,Damongo,Government,9.035230,-1.820800
Northern,West Gonja,Damongo Hospital,District Hospital,Damongo,CHAG,9.063020,-1.798720
Northern,West Gonja,Mankarigu Health Centre,Health Centre,Mankarigu,Government,10.026670,-1.279230
Northern,West Gonja,Mole Game Health Centre,Health Centre,Mole Game,Government,9.251970,-1.850140
Northern,West Gonja,West Gonja District Health Directorate,District Health Directorate,West Gonja,Government,9.085810,-1.809250
Northern,West Mamprusi,Janga Health Centre,Health Centre,Janga,Government,10.028330,-0.975360
Northern,West Mamprusi,Kpasenkpe  Health Centre,Health Centre,Kpesenkpe,Government,10.447090,-1.046880
Northern,West Mamprusi,Yagaba Health Centre,Health Centre,Yagaba,Government,10.229820,-1.286040
Northern,West Mamprusi,Kubori  Health Centre,Health Centre,Kubori,Government,10.146630,-1.296270
Northern,West Mamprusi,Yizesi  Health  Centre,Health Centre,Yizesi,Government,10.283890,-1.436550
Northern,West Mamprusi,Our  Lady Of Rocio  Health Centre,Health Centre,Walewale,CHAG,10.359920,-0.797430
Northern,West Mamprusi,Nasia  CHPS,CHPS,Nasia,Government,10.158170,-0.804750
Northern,West Mamprusi,Walewale  Hospital,District Hospital,Walewale,Government,10.346330,-0.808540
Northern,West Mamprusi,Yama CHPS,CHPS,Yama,Government,10.339180,-1.021420
Northern,West Mamprusi,Catholic  Rehabilitation/Nutrition  Centre,Health Centre,Walewale,CHAG,10.360800,-0.796660
Northern,West Mamprusi,Gbeo CHPS,CHPS,Gbeo,Government,10.370350,-0.803140
Northern,West Mamprusi,Yikpabongo  Health Centre,Health Centre,Yikpabongo,Government,10.244920,-1.567540
Northern,West Mamprusi,Kparigu PPAG Health Centre,Health Centre,Kparigu,Government,10.300280,-0.635310
Northern,West Mamprusi,West Mamprusi District Health Directorate,District Health Directorate,West Mamprusi,Government,10.363210,-0.797500
Northern,West Mamprusi,FAME-Loagri Clinic,Clinic,Loagri,CHAG,10.277440,-0.828180
Northern,West Mamprusi,FAME-Yizesi Clinic,Clinic,Yizesi,CHAG,10.283890,-1.436550
Northern,West Mamprusi,Wulugu Health Centre,Health Centre,Wulugu,Government,10.617940,-0.808700
Northern,Yendi,Adibo Health Centre,Health Centre,Adibo,Government,9.307120,-0.016350
Northern,Yendi,Bunbon Health Centre,Health Centre,Bunbon,Government,9.700790,-0.098590
Northern,Yendi,Jimle Health Centre,Health Centre,Jimle,Government,9.400290,-0.482800
Northern,Yendi,Kuni CHPS,CHPS,Kuni,Government,9.245870,-0.166720
Northern,Yendi,Nyani Health Centre,Health Centre,Nyani,Government,9.355780,-0.197460
Northern,Yendi,Dabogni Health Centre,CHPS,Dabogni,Government,9.207650,-0.183340
Northern,Yendi,Sang Health Centre,Health Centre,Sang,Government,9.418630,-0.277380
Northern,Yendi,Church of Christ Health Centre,Health Centre,Balogu  East,CHAG,9.462960,-0.008810
Northern,Yendi,Yendi Hospital,District Hospital,Yendi,Government,9.446040,-0.004020
Northern,Yendi,Yendi RCH,RCH,Yendi,Government,9.451520,-0.009650
Northern,Yendi,Sunsong CHPS,CHPS,Sunsong,Government,9.597400,-0.015230
Northern,Yendi,Yendi District Health Directorate,District Health Directorate,Yendi,Government,9.444430,-0.003750
Northern,Yendi,Yendi Leprosarium,Others,Yendi,Government,9.451210,-0.009330
Northern,Zabzugu-Tatale,Kukpalgu Health Centre,Health Centre,Kukpalgu,Government,9.181280,0.316060
Northern,Zabzugu-Tatale,Nakpale Health Centre,Health Centre,Nakpale,Government,8.979450,0.322120
Northern,Zabzugu-Tatale,Woriborgu CHPS,CHPS,Woriborgu,Government,9.053200,0.253170
Northern,Zabzugu-Tatale,Tatale Health Centre,Health Centre,Tatale,CHAG,9.364390,0.529570
Northern,Zabzugu-Tatale,Kpalbutabu Health Centre,Health Centre,Kpalbutabu,Government,9.406160,0.429420
Northern,Zabzugu-Tatale,Zabzugu Polyclinic,Polyclinic,Zabzugu,Government,9.295650,0.377050
Northern,Zabzugu-Tatale,Kandin Health Centre,Health Centre,Kandin,Government,9.199800,0.452780
Northern,Zabzugu-Tatale,Sabare CHPS,CHPS,Sabare,Government,9.278200,0.262560
Northern,Zabzugu-Tatale,Zabzugu-Tatale District Health Directorate,District Health Directorate,Zabzugu,Government,9.294630,0.379550
Northern,Saboba-Chereponi,Kujoni CHPS,CHPS,Kujoni,Government,9.701764,0.323641
Northern,Saboba-Chereponi,Sangul CHPS,CHPS,Sangul,Government,9.701764,0.323641
Northern,Saboba-Chereponi,Demon CHPS,CHPS,Demon,Government,9.701764,0.323641
Northern,Saboba-Chereponi,Kucha CHPS,CHPS,Kucha,Government,9.701764,0.323641
Northern,Saboba-Chereponi,Nansoni CHPS,CHPS,Nansoni,Government,9.701764,0.323641
Northern,Saboba-Chereponi,Tumbo CHPS,CHPS,Tumbo,Government,9.701764,0.323641
Northern,Sawla-Tuna-Kalba,Donald Richard Clinic,CHPS,Nakwabi,Government,9.273241,-2.413461
Northern,Savelugu-Nanton,Dipali CHPS,CHPS,Daire,Government,9.624722,-0.827778
Northern,Nanumba North,Sabonjida CHPS,CHPS,Sabonjida,Government,8.924527,-0.074677
Northern,Nanumba North,Juanayili CHPS,CHPS,Juanayili,Government,8.924527,-0.074677
Northern,East Mamprusi,Jawani CHPS,CHPS,Jawani,Government,10.394448,-0.412518
Northern,East Mamprusi,Public Health Unit BMC,Clinic,Nalerigu,CHAG,10.394448,-0.412518
Northern,East Mamprusi,Konlinvai CHPS,CHPS,Konlivai,Government,10.394448,-0.412518
Northern,East Mamprusi,Samini HPS,CHPS,Samini,Government,10.394448,-0.412518
Northern,East Mamprusi,Tuni CHPS,CHPS,Tuni,Government,10.394448,-0.412518
Northern,East Mamprusi,Gbangu CHPS,CHPS,Gbangu,Government,10.394448,-0.412518
Northern,Central Gonja,Yalla CHPS,CHPS,Yalla,Government,9.011380,-1.058613
Northern,Bunkpurugu-Yunyuo,Kambatiak CHPS,CHPS,Kambatiak,Government,10.484603,-0.112070
Northern,Bunkpurugu-Yunyuo,Kambagu CHPS,CHPS,Kambagu,Government,10.484603,-0.112070
Northern,Bunkpurugu-Yunyuo,Bimbagu CHPS,CHPS,Bimbagu,Government,10.484603,-0.112070
Northern,Bunkpurugu-Yunyuo,Mozio CHPS,CHPS,Mozio,Government,10.484603,-0.112070
Northern,Bunkpurugu-Yunyuo,Temaa CHPS,CHPS,Temaa,Government,10.484603,-0.112070
Northern,Central Gonja,Boachipe CHPS,CHPS,Boachipe,Government,9.0113795,-1.05861349999997
Northern,East Gonja,Kpembu Health Centre,Health Centre,Kpembu,Government,8.571512,-0.677305
Northern,East Gonja,Kafaba CHPS,CHPS,Kafaba,Government,8.571512,-0.677305
Northern,Bole,Kwame Kwesi CHPS,CHPS,Kwame Kwesi,Government,9.033333,-2.483333
Northern,Bole,Chibrinyo CHPS,CHPS,Chibrinyo,Government,9.033333,-2.483333
Northern,Bole,Gbenfu CHPS,CHPS,Gbenfu,Government,9.033333,-2.483333
Northern,Bole,Kakiasi CHPS,CHPS,Kakiasi,Government,9.033333,-2.483333
Northern,Bole,Maluwe CHPS,CHPS,Maluwe,Government,9.033333,-2.483333
Northern,Bole,Mankuma Health Centre,Health Centre,Mankuma,Government,9.033333,-2.483333
Northern,Bole,Kwame Kwesi CHPS,CHPS,Kwame Kwesi,Government,9.033333,-2.483333
Northern,Bole,Carpenter CHPS,CHPS,Banda-Nkwanta,Government,9.033333,-2.483333
Northern,Gushegu,Nabuli Health Centre,Health Centre,Nabuli,Government,,
Northern,Gushegu,Damakung Clinic,Clinic,Damankung,Government,,
Northern,Gushegu,Gushegu Hospital,Hospital,Gushiegu,Government,,
Northern,Karaga,Zandua CHPS,CHPS,Zandua,Government,9.925000,-0.429722
Northern,Karaga,Sandua CHPS,CHPS,Sandua,Government,9.92499999999999,-0.429722200000014
Northern,Tamale Metropolitan,Fooshegu CHPS,CHPS,Fooshegu,Government,9.4351097,-0.841740399999935
Northern,Tamale Metropolitan,Gods Care Clinic,Clinic,Kasaligu,Private,9.4351097,-0.841740399999935
Northern,Tamale Metropolitan,Tania Specialist Hospital,Hospital,Kanvilli,Private,9.4351097,-0.841740399999935
Northern,Tamale Metropolitan,Malshegu CHPS,CHPS,Malshegu,Government,9.4351097,-0.841740399999935
Northern,Tamale Metropolitan,St. Lucy Polyclinic,Polyclinic,Choggu kpalsi,Private,9.4351097,-0.841740399999935
Northern,Tamale Metropolitan,Taha CHPS,CHPS,Taha,Government,9.4351097,-0.841740399999935
Northern,Tamale Metropolitan,Zuo CHPS,CHPS,Zuo,Government,9.4351097,-0.841740399999935
Northern,Tamale Metropolitan,Kanvili Clinic,Clinic,Kanvilli,Private,9.4351097,-0.841740399999935
Northern,Tolon-Kumbungu,Kings Medical Centre,Health Centre,Bontanga,CHAG,9.555198,-0.944844
Northern,Tolon-Kumbungu,Yoggu CHPS,CHPS,Yoggu,Government,9.555198,-0.944844
Northern,West Gonja,Gurupe CHPS,CHPS,Gurupe,Government,9.3633717,-1.67606909999994
Northern,West Gonja,Kotito CHPS,CHPS,Kotito,Government,9.3633717,-1.67606909999994
Northern,West Gonja,Achubunyo CHPS,CHPS,Achubunyo,Government,9.3633717,-1.67606909999994
Northern,West Gonja,Lingbinsi CHPS,CHPS,Lingbinsi,Government,9.3633717,-1.67606909999994
Northern,West Gonja,Mempeasem CHPS,CHPS,Mempeasem,Government,9.3633717,-1.67606909999994
Northern,West Mamprusi,Gbeo CHPS,CHPS,Gbeo,Government,10.348302,-0.982066799999984
Northern,West Mamprusi,Kukuo CHPS,CHPS,Kukuo,Government,10.348302,-0.982066799999984
Northern,West Mamprusi,Tantala CHPS,CHPS,Tantala,Government,10.348302,-0.982066799999984
Northern,West Mamprusi,Yama CHPS,CHPS,Yama,Government,10.348302,-0.982066799999984
Northern,Yendi,Kpabia CHPS,CHPS,kpabia,Government,9.432436,-0.004258
Northern,Zabzugu-Tatale,Jubilee CHPS,CHPS,Sabare,Government,9.295001,0.370128
Northern,Zabzugu-Tatale,Tatindo CHPS,CHPS,Tatindo,CHAG,9.295001,0.370128
Northern,Zabzugu-Tatale,Nahuyili CHPS,CHPS,Nahuyili,Government,9.295001,0.370128
Northern,West Gonja,Damango Health Assistants Training School,Training Institution,Damango,Government,9.3633717,-1.67606909999994
Northern,Yendi,Yendi Health Assistants Training School,Training Institution,Yendi,Government,9.432436,-0.004258299999947
Northern,East Mamprusi,Nalerigu Health Assistants Training School,Training Institution,Nalerigu,Government,10.394448,-0.412518099999942
Northern,East Gonja,Kpembe Health Assistants Training School,Training Institution,Kpembe,Government,8.5715116,-0.67730460000007
Upper East,Bawku Municipal,Nafkoliga CHPS,CHPS,Nafkoliga,Government,10.889300,-0.363870
Upper East,Bawku Municipal,Kukparigu CHPS,CHPS,Kukparigu,Government,10.914000,-0.249890
Upper East,Bawku Municipal,Binduri Health Centre,Health Centre,Binduri,Government,10.959890,-0.313250
Upper East,Bawku Municipal,Kadara Maternity Home,Maternity Home,Bawku,Private,11.063040,-0.244030
Upper East,Bawku Municipal,Presbyterian Primary Health Care Secretariat,Others,Bawku,CHAG,11.060680,-0.231970
Upper East,Bawku Municipal,Bawku Presby Nurses Training College,Training Institution,Bawku,CHAG,11.059880,-0.232340
Upper East,Bawku Municipal,Mognori Clinic,Clinic,Mognori Gumbo,Government,11.116510,-0.276590
Upper East,Bawku Municipal,Zuabulga Clinic,Clinic,Zuabulga,Government,11.049190,-0.141530
Upper East,Bawku Municipal,Sarabogo CHPS,CHPS,Sarabogo,Government,11.058380,-0.169430
Upper East,Bawku Municipal,Akunye Memorial Clinic,Clinic,Pusiga Zongo,Private,11.083590,-0.132840
Upper East,Bawku Municipal,Kultamise Clinic,Clinic,Kultamise,Government,11.128450,-0.154470
Upper East,Bawku Municipal,Kulungungu Clinic,Clinic,Kulungungu,Government,11.146670,-0.209350
Upper East,Bawku Municipal,Pusiga Health Centre,Health Centre,Pusiga Natinga,Government,11.081150,-0.124730
Upper East,Bawku Municipal,Urban Health Centre,Health Centre,Bawku,Government,11.061130,-0.238580
Upper East,Bawku Municipal,Bawku Hospital,Municipal Hospital,Bawku,CHAG,11.061240,-0.232870
Upper East,Bawku Municipal,Manga CHPS,CHPS,Manga,Government,11.023840,-0.263140
Upper East,Bawku Municipal,Dan's Clinic,Clinic,Bawku,Private,11.049300,-0.251000
Upper East,Bawku Municipal,Islam Maternity Clinic,Maternity Home,Bawku-Kariamah,Private,11.062910,-0.239890
Upper East,Bawku Municipal,Bawku Municipal Health Directroate,Municipal Health Directorate,Bawku,Government,11.057520,-0.250490
Upper East,Bawku Municipal,Bawku Nutrition Rehabilitation Centre,Others,Bawku,CHAG,11.060730,-0.232470
Upper East,Bawku Municipal,Quality Medical Centre,Others,Wiidi,Private,11.054870,-0.261050
Upper East,Bawku Municipal,Widana Health Centre,Health Centre,Widana,CHAG,11.081770,-0.018300
Upper East,Bawku Municipal,Widana Rehabilitation Centre,Health Centre,Widana,CHAG,11.082010,-0.018730
Upper East,Bawku Municipal,Bansi CHPS,CHPS,Bansi,Government,11.061030,-0.347520
Upper East,Bawku Municipal,Zawse CHPS,CHPS,Zawse,Government,11.052670,-0.293440
Upper East,Bawku Municipal,Bazua CHPS,CHPS,Bazua,Government,11.003120,-0.351150
Upper East,Bawku Municipal,Bazua Community Clinic,Clinic,Bazua,Government,11.001490,-0.354290
Upper East,Bawku West,Apodabogo Feeding Centre,Others,Apodabogo,Government,10.717820,-0.461990
Upper East,Bawku West,Azuwera CHPS,CHPS,Azuwera,Government,10.790810,-0.494130
Upper East,Bawku West,Bawku West District Health Directorate,District Health Directorate,Zebilla,Government,10.936210,-0.473510
Upper East,Bawku West,Binaba Health Centre,Health Centre,Binaba,CHAG,10.761660,-0.485720
Upper East,Bawku West,Binaba Rehabilitation Centre,Others,Binaba,CHAG,10.760410,-0.485770
Upper East,Bawku West,Faith Clinic,Clinic,Asogummore,Private,10.941070,-0.486690
Upper East,Bawku West,Gbantongo Clinic,Clinic,Kukore,Government,10.829700,-0.509870
Upper East,Bawku West,Googo Clinic,Clinic,Googo,Government,11.024090,-0.415110
Upper East,Bawku West,Gossip Clinic,Clinic,Zebilla,Private,10.938850,-0.482820
Upper East,Bawku West,Kansoogo CHPS,CHPS,Kansoogo,Government,10.971890,-0.516560
Upper East,Bawku West,Kopella CHPS,CHPS,Kopella,Government,10.971890,-0.516560
Upper East,Bawku West,Naaba Akparibilla Medical Centre,Clinic,Zebilla,Private,10.971890,-0.516560
Upper East,Bawku West,Salpiiga CHPS,CHPS,Sapelliga,Government,11.061600,-0.385710
Upper East,Bawku West,Sapelliga Health Centre,Health Centre,Sapelliga,Government,11.078240,-0.408630
Upper East,Bawku West,Tanga CHPS,CHPS,Tanga-Central,Government,10.908130,-0.439940
Upper East,Bawku West,Tarikum CHPS,CHPS,Tarikum,Government,10.908130,-0.439940
Upper East,Bawku West,Teshie CHPS,CHPS,Teshie,Government,10.978640,-0.482650
Upper East,Bawku West,Tilli  Clinic,Clinic,Tilli,Government,10.883230,-0.561050
Upper East,Bawku West,Timonde CHPS,CHPS,Timonde-Natriga,Government,10.912360,-0.406500
Upper East,Bawku West,Timonde Health Centre,Health Centre,Timonde,Government,10.912380,-0.406500
Upper East,Bolgatanga Municipal,Kalbeo CHPS,Clinic,Kalbeo,Government,10.751740,-0.882930
Upper East,Bolgatanga Municipal,Bolga Health Centre,Health Centre,Damweo,Government,10.779050,-0.853750
Upper East,Bolgatanga Municipal,Nyariga Clinic,Clinic,Nyariga,Government,10.847560,-0.882250
Upper East,Bolgatanga Municipal,Bolgatanga Midwifery Training College,Training Institution,Zaare,Government,10.805520,-0.863190
Upper East,Bolgatanga Municipal,Sokabisi Clinic,Clinic,Sokabisi,Government,10.790870,-0.881370
Upper East,Bolgatanga Municipal,Police Clinic,Clinic,Bolga,Quasi-Government,10.776310,-0.854140
Upper East,Bolgatanga Municipal,Gambibgo Clinic,Clinic,Gambibgo,Government,10.755990,-0.869690
Upper East,Bolgatanga Municipal,Asankunde Memorial Clinic,Clinic,Bolga Soe,Private,10.802520,-0.845370
Upper East,Bolgatanga Municipal,Coronation Clinc,Clinic,Atulbabisi,Government,10.788460,-0.849800
Upper East,Bolgatanga Municipal,Afrikids Medical Centre,Clinic,Daporetidongo,Private,10.788850,-0.841180
Upper East,Bolgatanga Municipal,Bolgatanga Regional Hospital,Regional Hospital,Zaare,Government,10.807370,-0.861200
Upper East,Bolgatanga Municipal,Bolgatanga Municipal Health Directorate,Municipal Health Directorate,Bolgatanga,Government,10.793940,-0.857390
Upper East,Bolgatanga Municipal,Bolgatanga Nutrition Rehabilitation Centre,Others,Bolgatanga,Government,10.792260,-0.849350
Upper East,Bolgatanga Municipal,Bolgatanga Regional Health Directorate,Regional Health Directorate,Bolgatanga,Government,10.796720,-0.857620
